,Title,Gross,Budget,Date,Genre,Director,RT Rating,IMDB Rating,IMDB Votes
574,Mars Attacks!,101371017,80000000.0,1996,Comedy,Tim Burton,50.0,6.3,76396.0
575,Mo' Better Blues,16153000,10000000.0,1990,Drama,Spike Lee,72.0,6.3,4210.0
576,Moby Dick,10400000,4500000.0,1956,Adventure,John Huston,67.0,7.4,5969.0
577,My Beautiful Laundrette,0,400000.0,1986,,Stephen Frears,,6.9,5381.0
578,Michael Jordan to the MAX,18642318,7000000.0,1900,Documentary,,64.0,7.2,746.0
579,Michael Collins,27572844,25000000.0,1996,Drama,Neil Jordan,77.0,6.9,11805.0
580,My Cousin Vinny,52929168,11000000.0,1992,Comedy,,86.0,7.3,30524.0
581,Medicine Man,44948240,40000000.0,1992,Drama,John McTiernan,22.0,5.7,9307.0
582,Madadayo,48856,11900000.0,1998,Drama,Akira Kurosawa,,7.4,1748.0
583,Modern Problems,24474312,8000000.0,1981,Comedy,,,4.5,2144.0
584,Amadeus,51973029,18000000.0,1984,Drama,Milos Forman,96.0,8.4,96997.0
585,Modern Times,163245,1500000.0,1936,Comedy,,100.0,8.5,35773.0
586,The Mighty Ducks,50752337,10000000.0,1992,Comedy,Stephen Herek,8.0,5.9,15479.0
587,A Man for All Seasons,28350000,3900000.0,1966,,Fred Zinnemann,85.0,8.1,12460.0
588,Megaforce,5675599,18000000.0,1982,Action,Hal Needham,,2.5,1446.0
589,The Mirror Has Two Faces,41267469,42000000.0,1996,Romantic Comedy,Barbra Streisand,54.0,6.0,6055.0
590,Midnight Cowboy,44785053,3600000.0,1969,,John Schlesinger,90.0,8.0,34053.0
591,Midnight Run,81613606,30000000.0,1988,Action,Martin Brest,96.0,7.5,24104.0
592,Major League,49793054,11000000.0,1989,Comedy,,84.0,6.9,20798.0
593,The Molly Maguires,2200000,11000000.0,1970,,Martin Ritt,89.0,6.8,1304.0
594,Malevolence,257516,200000.0,2004,Horror,,31.0,5.0,248.0
595,Mad Max 2: The Road Warrior,24600832,2000000.0,1982,Action,George Miller,,,
596,It's a Mad Mad Mad Mad World,60000000,9400000.0,1963,,,,7.5,14460.0
597,Mad Max,99750000,200000.0,1980,Action,George Miller,,6.9,36548.0
598,Mad Max Beyond Thunderdome,36230219,10000000.0,1985,Action,George Miller,,5.9,24273.0
599,The Man From Snowy River,20659423,5000000.0,1982,Drama,George Miller,80.0,7.0,3101.0
600,Men of War,0,6000000.0,1995,,,,5.2,1435.0
601,Monty Python and the Holy Grail,5028948,400000.0,1975,,,,8.4,155049.0
602,Men with Brooms,4239767,7500000.0,2002,Comedy,,63.0,5.8,2559.0
603,Mutiny on The Bounty,13680000,19000000.0,1962,,,69.0,7.9,7608.0
604,Mommie Dearest,25032000,5000000.0,1981,Drama,Frank Perry,57.0,6.3,4905.0
605,March or Die,1000000,7000000.0,1977,,,,6.1,1233.0
606,Memoirs of an Invisible Man,14358033,40000000.0,1992,Comedy,John Carpenter,24.0,5.8,8522.0
607,The Mongol King,900,7000.0,2004,Drama,,,,
608,My Own Private Idaho,6401336,2500000.0,1991,Black Comedy,Gus Van Sant,84.0,7.0,17604.0
