,Title,Gross,Budget,Date,Genre,Director,RT Rating,IMDB Rating,IMDB Votes
1642,Duplex,10070651,40000000.0,2003,Comedy,Danny De Vito,,5.7,19238.0
1643,"You, Me and Dupree",130402010,54000000.0,2006,Comedy,,21.0,6.1,164.0
1644,Devil's Advocate,153007424,57000000.0,1997,Drama,Taylor Hackford,,,
1645,The Da Vinci Code,757236138,125000000.0,2006,Thriller/Suspense,Ron Howard,25.0,6.4,116903.0
1646,D-War,79915361,32000000.0,2007,Action,,,3.8,14081.0
1647,Deuces Wild,6044618,10000000.0,2002,Drama,,3.0,5.3,4010.0
1648,Down to Earth,71172251,30000000.0,2001,Comedy,Paul Weitz,19.0,5.0,9193.0
1649,Down to You,20035310,9000000.0,1900,Romantic Comedy,,3.0,4.4,7095.0
1650,I'm Not There,11498547,20000000.0,2007,Drama,Todd Haynes,76.0,7.1,23078.0
1651,Easy A,22156221,8000000.0,2010,Comedy,,80.0,7.7,483.0
1652,The Eclipse,133411,3000000.0,2010,,,,6.2,790.0
1653,Edge of Darkness,78739628,60000000.0,2010,Drama,Martin Campbell,55.0,6.7,24174.0
1654,EDtv,35319689,60000000.0,1999,Comedy,Ron Howard,62.0,6.0,21734.0
1655,An Education,14134502,7500000.0,2009,Drama,,94.0,7.5,22855.0
1656,East is East,4170647,3000000.0,1900,Comedy,,,6.7,8351.0
1657,8 Heads in a Duffel Bag,4002884,3000000.0,1997,Black Comedy,,11.0,4.8,5127.0
1658,Eagle Eye,178066569,80000000.0,2008,Thriller/Suspense,D.J. Caruso,27.0,6.6,52336.0
1659,8MM,96398826,40000000.0,1999,Thriller/Suspense,Joel Schumacher,22.0,6.3,47753.0
1660,Iris,15035827,5500000.0,2001,Drama,,79.0,5.8,44.0
1661,Election,14943582,8500000.0,1999,Black Comedy,Alexander Payne,92.0,7.4,37454.0
1662,Elektra,56409722,65000000.0,2005,Action,,10.0,4.9,27283.0
1663,Elf,220443451,32000000.0,2003,Comedy,Jon Favreau,84.0,6.8,42123.0
1664,Elizabeth,82150642,25000000.0,1998,Drama,Shekhar Kapur,81.0,7.6,33773.0
1665,Ella Enchanted,22913677,35000000.0,2004,Comedy,,49.0,6.3,12020.0
1666,Once Upon a Time in Mexico,98156459,29000000.0,2003,Action,Robert Rodriguez,68.0,6.2,54413.0
1667,The Adventures of Elmo in Grouchland,11634458,17000000.0,1999,Comedy,,76.0,5.4,1059.0
1668,The Emperor's Club,16124074,12500000.0,2002,Drama,,50.0,6.7,8165.0
1669,Empire,18495444,3500000.0,2002,Drama,,21.0,6.5,63.0
1670,La marche de l'empereur,129437223,3400000.0,2005,Documentary,,,7.8,23674.0
1671,Employee of the Month,38117718,10000000.0,2006,Comedy,,20.0,5.4,17845.0
1672,The Emperor's New Groove,169296573,100000000.0,1900,Adventure,Mark Dindal,85.0,7.4,23355.0
1673,Enchanted,340384141,85000000.0,2007,Romantic Comedy,Kevin Lima,92.0,7.5,55697.0
1674,The End of the Affair,10660147,23000000.0,1999,Drama,Neil Jordan,67.0,6.9,9969.0
1675,End of Days,212026975,100000000.0,1999,Action,Peter Hyams,11.0,5.4,43513.0
1676,End of the Spear,11748661,10000000.0,2006,Drama,,,6.7,2884.0
1677,Enemy at the Gates,96971293,85000000.0,2001,Drama,Jean-Jacques Annaud,53.0,7.4,59916.0
1678,Enemy of the State,250649836,85000000.0,1998,Action,Tony Scott,70.0,7.2,66700.0
1679,Entrapment,211700000,66000000.0,1999,Thriller/Suspense,Jon Amiel,38.0,6.1,40764.0
1680,Enough,39177215,38000000.0,2002,Thriller/Suspense,Michael Apted,21.0,6.5,92.0
1681,Envy,14566246,20000000.0,2004,Comedy,Barry Levinson,7.0,4.6,15655.0
1682,Epic Movie,86858578,20000000.0,2007,Comedy,Jason Friedberg,2.0,2.2,48975.0
1683,Eragon,249488115,100000000.0,2006,Adventure,,16.0,5.0,43555.0
1684,Erin Brockovich,258400000,50000000.0,1900,Drama,Steven Soderbergh,83.0,7.2,54977.0
1685,Elizabethtown,50719373,54000000.0,2005,Drama,Cameron Crowe,28.0,6.4,31775.0
1686,Eat Pray Love,81846373,60000000.0,2010,Drama,,37.0,4.7,3019.0
1687,Eternal Sunshine of the Spotless Mind,47066518,20000000.0,2004,Comedy,Michel Gondry,93.0,8.5,219986.0
1688,Eulogy,70527,10000000.0,2004,Comedy,,32.0,6.6,5205.0
1689,Eureka,76654,2000000.0,2001,Drama,,,7.9,1391.0
1690,Eurotrip,20718223,25000000.0,2004,Comedy,,46.0,6.5,52548.0
1691,Eve's Bayou,14843425,5000000.0,1997,Drama,Kasi Lemmons,80.0,7.0,4509.0
1692,Event Horizon,26673242,60000000.0,1997,Horror,Paul Anderson,21.0,6.3,44671.0
1693,Ever After: A Cinderella Story,65705772,26000000.0,1998,Drama,Andy Tennant,,,
1694,Evita,151947179,55000000.0,1996,Musical,Alan Parker,61.0,6.1,16769.0
1695,Evolution,98341932,80000000.0,2001,Comedy,Ivan Reitman,42.0,5.9,39590.0
1696,An Everlasting Piece,75078,4000000.0,1900,,Barry Levinson,49.0,6.0,1097.0
1697,Fong juk,51957,4500000.0,2007,Action,,,7.3,3699.0
1698,Exit Wounds,79958599,33000000.0,2001,Action,Andrzej Bartkowiak,33.0,5.2,14528.0
1699,The Exorcism of Emily Rose,144216468,18000000.0,2005,Thriller/Suspense,Scott Derrickson,45.0,6.8,32425.0
1700,Exorcist: The Beginning,43957541,78000000.0,2004,Horror,Renny Harlin,,5.0,15901.0
1701,The Express,9808102,37500000.0,2008,Drama,,61.0,7.1,4749.0
1702,eXistenZ,2840417,20700000.0,1999,Thriller/Suspense,David Cronenberg,71.0,6.8,35788.0
1703,Extract,10849158,7500000.0,2009,Comedy,Mike Judge,62.0,6.4,12371.0
1704,Extreme Ops,12624471,40000000.0,2002,Action,Christian Duguay,6.0,4.1,3195.0
1705,Eyes Wide Shut,86257553,65000000.0,1999,Drama,Stanley Kubrick,78.0,7.2,93880.0
1706,The Faculty,40283321,15000000.0,1998,Horror,Robert Rodriguez,51.0,6.3,36139.0
1707,Failure to Launch,128402901,50000000.0,2006,Romantic Comedy,Tom Dey,25.0,5.6,20324.0
1708,Keeping the Faith,45336404,29000000.0,1900,Romantic Comedy,,68.0,6.5,25485.0
1709,Fame,77956957,18000000.0,2009,Musical,,25.0,4.5,4973.0
1710,The Family Stone,91762868,18000000.0,2005,Comedy,,52.0,6.3,24434.0
1711,Lisa Picard is Famous,113433,1000000.0,2001,Comedy,Griffin Dunne,,,
1712,Fantasia 2000 (Theatrical Release),9103630,80000000.0,1900,Musical,,,,
1713,Far From Heaven,29027914,13500000.0,2002,Drama,Todd Haynes,89.0,7.5,20239.0
1714,Fascination,83356,5000000.0,2005,Thriller/Suspense,,,2.5,1016.0
1715,Father's Day,35681080,85000000.0,1997,Comedy,Ivan Reitman,,4.8,6654.0
1716,Facing the Giants,10178331,100000.0,2006,Drama,Alex Kendrick,9.0,6.0,4901.0
1717,Face/Off,241200000,80000000.0,1997,Action,John Woo,93.0,7.3,102001.0
1718,Final Destination 2,89626226,26000000.0,2003,Horror,David R. Ellis,47.0,6.4,35737.0
1719,Final Destination 3,112798051,25000000.0,2006,Horror,James Wong,45.0,5.9,32263.0
1720,The Final Destination,185777700,40000000.0,2009,Horror,David R. Ellis,27.0,4.9,20319.0
1721,FearDotCom,13208023,40000000.0,2002,Horror,William Malone,,3.1,11438.0
1722,Fear and Loathing in Las Vegas,13711903,18500000.0,1998,Comedy,Terry Gilliam,47.0,7.6,81560.0
1723,Feast,341808,3200000.0,2006,Horror,,55.0,6.4,12023.0
1724,The Fifth Element,263900000,95000000.0,1997,Action,Luc Besson,72.0,7.4,131252.0
1725,Femme Fatale,6592103,35000000.0,2002,Thriller/Suspense,Brian De Palma,48.0,6.3,16693.0
1726,Bring it On,90453550,10000000.0,1900,Comedy,Peyton Reed,63.0,5.9,30309.0
1727,Fantastic Four,330579719,87500000.0,2005,Action,Tim Story,27.0,5.7,71675.0
1728,54,16757163,13000000.0,1998,Drama,,13.0,5.6,15023.0
1729,2 Fast 2 Furious,236220058,76000000.0,2003,Action,John Singleton,36.0,5.1,44151.0
1730,The Fast and the Furious,206512310,38000000.0,2001,Action,Rob Cohen,53.0,6.0,67939.0
1731,Fool's Gold,109362966,72500000.0,2008,Adventure,Andy Tennant,,7.6,93.0
1732,Fahrenheit 9/11,222414517,6000000.0,2004,Documentary,Michael Moore,83.0,7.6,74424.0
1733,Capitalism: A Love Story,14678228,20000000.0,2009,Documentary,Michael Moore,75.0,7.3,11829.0
1734,From Hell,31598308,35000000.0,2001,Thriller/Suspense,Albert Hughes,57.0,6.8,53477.0
1735,Fido,419801,8000000.0,2007,Horror,,,6.9,11683.0
1736,Fight Club,100853753,65000000.0,1999,Drama,David Fincher,81.0,8.8,382470.0
1737,Final Fantasy: The Spirits Within,85131830,137000000.0,2001,Adventure,,,6.4,36227.0
1738,Finding Forrester,80013623,43000000.0,1900,Drama,Gus Van Sant,74.0,7.2,35966.0
1739,Freddy Got Fingered,14249005,15000000.0,2001,Comedy,,11.0,4.0,25033.0
1740,Firestorm,8123860,19000000.0,1998,Action,,,4.4,2118.0
1741,Fish Tank,374675,3000000.0,2010,,,,7.5,5940.0
1742,Felicia's Journey,1970268,15000000.0,1999,Drama,Atom Egoyan,88.0,6.9,4790.0
1743,From Justin to Kelly,4922166,12000000.0,2003,Musical,,8.0,1.6,17596.0
1744,Final Destination,112802314,23000000.0,1900,Horror,James Wong,31.0,6.8,52618.0
1745,Flags of Our Fathers,61902376,53000000.0,2006,Drama,Clint Eastwood,73.0,7.2,42788.0
1746,Flawless,4485485,27000000.0,1999,Drama,Joel Schumacher,43.0,6.7,8125.0
1747,Flammen og Citronen,1635241,9000000.0,2009,Thriller/Suspense,,,7.2,4182.0
1748,Flicka,21893591,15000000.0,2006,Drama,,54.0,5.7,2832.0
1749,Flight of the Phoenix,34009180,75000000.0,2004,Adventure,,30.0,6.0,18568.0
1750,United 93,76366864,18000000.0,2006,Drama,Paul Greengrass,91.0,7.8,46691.0
1751,Flubber,177993801,80000000.0,1997,Comedy,Les Mayfield,17.0,4.6,18890.0
1752,Flushed Away,177665672,149000000.0,2006,Comedy,Sam Fell,72.0,7.0,21334.0
1753,Flyboys,14816379,60000000.0,2006,Drama,Tony Bill,33.0,6.5,13934.0
1754,Fly Me To the Moon,40098231,25000000.0,2008,Adventure,,17.0,4.7,1653.0
1755,Find Me Guilty,1788077,13000000.0,2006,Drama,Sidney Lumet,60.0,7.1,12800.0
1756,The Family Man,124715863,60000000.0,1900,Comedy,Brett Ratner,52.0,6.6,34090.0
1757,Friends with Money,15328368,6500000.0,2006,Comedy,,71.0,6.1,11087.0
1758,Finding Nemo,867894287,94000000.0,2003,Adventure,Andrew Stanton,98.0,8.2,165006.0
1759,Finishing the Game,52850,500000.0,2007,Comedy,Justin Lin,35.0,,
1760,Foodfight!,0,65000000.0,2009,Comedy,,,,
1761,Formula 51,5204007,27000000.0,2002,Action,,,,
1762,The Fountain,15461638,35000000.0,2006,Drama,Darren Aronofsky,51.0,7.4,72562.0
1763,Fantastic Four: Rise of the Silver Surfer,288215319,120000000.0,2007,Action,Tim Story,36.0,,
1764,Farce of the Penguins,0,5000000.0,2007,Comedy,,,4.1,3186.0
1765,Flightplan,225706988,55000000.0,2005,Thriller/Suspense,,38.0,6.2,45305.0
1766,Frailty,17423030,11000000.0,2002,Thriller/Suspense,,74.0,7.3,27629.0
1767,The Forbidden Kingdom,129075270,55000000.0,2008,Action,Rob Minkoff,64.0,6.7,36548.0
1768,Freedom Writers,43090741,21000000.0,2007,Drama,Richard LaGravenese,69.0,7.5,18065.0
1769,Next Friday,59675307,9500000.0,1900,Comedy,Steve Carr,21.0,5.3,10176.0
1770,Freaky Friday,160822438,26000000.0,2003,Comedy,Mark Waters,88.0,6.5,29137.0
1771,Frequency,68079671,31000000.0,1900,Drama,,69.0,7.3,35968.0
1772,Serenity,38514517,39000000.0,2005,Action,Joss Whedon,81.0,8.0,106648.0
1773,The Forgotton,111311892,50000000.0,2004,Thriller/Suspense,Joseph Ruben,,4.9,1169.0
1774,Jason X,16951798,14000000.0,2002,Horror,,21.0,4.4,17964.0
1775,Friday the 13th,91700771,17000000.0,2009,Horror,,26.0,5.6,26798.0
1776,Friday After Next,33526835,10000000.0,2002,Comedy,,25.0,5.3,6742.0
1777,Frida,56298474,12000000.0,2002,Drama,,76.0,7.3,26243.0
1778,Friday Night Lights,61950770,30000000.0,2004,Drama,Peter Berg,81.0,7.2,20868.0
1779,Frozen River,5281776,1000000.0,2008,Drama,,87.0,7.2,10447.0
1780,The Princess and the Frog,263467382,105000000.0,2009,Adventure,John Musker,84.0,7.4,16232.0
1781,Full Frontal,3438804,2000000.0,2002,Comedy,Steven Soderbergh,37.0,4.8,6660.0
1782,Fireproof,33451479,500000.0,2008,Drama,Alex Kendrick,40.0,5.6,5498.0
1783,The Forsaken,6755271,5000000.0,2001,Horror,,8.0,5.1,4679.0
1784,Frost/Nixon,28144586,29000000.0,2008,Drama,Ron Howard,92.0,7.9,36366.0
1785,Factory Girl,1661464,7000000.0,2006,Drama,,19.0,6.1,8680.0
1786,Fateless,196857,12000000.0,2006,Drama,,,6.0,462.0
1787,The Full Monty,257938649,3500000.0,1997,Comedy,Peter Cattaneo,95.0,7.2,40877.0
1788,Fun With Dick And Jane,202250000,140000000.0,2005,Comedy,,29.0,6.3,1788.0
1789,Funny People,71880305,70000000.0,2009,Comedy,Judd Apatow,67.0,6.8,37791.0
1790,Fur,2281089,16800000.0,2006,Drama,,,,
1791,Furry Vengeance,21630465,35000000.0,2010,Comedy,Roger Kumble,8.0,2.6,3458.0
1792,Fever Pitch,50071069,40000000.0,2005,Comedy,Bobby Farrelly,,6.3,16736.0
1793,For Your Consideration,5549923,12000000.0,2006,Comedy,Christopher Guest,50.0,6.2,7780.0
1794,The Game,48265581,50000000.0,1997,Thriller/Suspense,David Fincher,80.0,7.7,74136.0
1795,Gangs of New York,190400000,97000000.0,2002,Drama,Martin Scorsese,75.0,7.4,113378.0
1796,Garfield,200802638,50000000.0,2004,Comedy,Peter Hewitt,,4.8,19870.0
1797,Georgia Rule,20819601,20000000.0,2007,Drama,Garry Marshall,17.0,5.8,10902.0
1798,Gattaca,12532777,36000000.0,1997,Drama,Andrew Niccol,82.0,7.8,70906.0
1799,"Gone, Baby, Gone",34619699,19000000.0,2007,Drama,Ben Affleck,,,
1800,"Goodbye, Lenin!",79316616,6400000.0,2004,Comedy,,,3.3,198.0
1801,Good Boy!,45312217,17000000.0,2003,Comedy,,45.0,5.0,1961.0
1802,Gods and Generals,12923936,55000000.0,2003,Drama,,8.0,6.0,7437.0
1803,The Good German,1308696,32000000.0,2006,Drama,Steven Soderbergh,32.0,6.1,13007.0
1804,Gods and Monsters,6451628,3500000.0,1998,Drama,Bill Condon,96.0,7.5,15946.0
1805,The Good Night,22441,15000000.0,2007,Romantic Comedy,,29.0,6.0,4332.0
1806,The Good Thief,3517797,30000000.0,2003,Drama,Neil Jordan,78.0,,
1807,George and the Dragon,0,32000000.0,2004,,,,5.7,1762.0
1808,Gerry,254683,7000000.0,2003,Drama,Gus Van Sant,,6.2,8583.0
1809,G-Force,287389685,82500000.0,2009,Adventure,,22.0,5.0,9633.0
1810,Gridiron Gang,41480851,30000000.0,2006,Drama,Phil Joanou,41.0,6.8,12400.0
1811,The Good Girl,15976468,8000000.0,2002,Comedy,,81.0,6.6,21460.0
1812,Ghost Ship,68349884,20000000.0,2002,Horror,,13.0,5.3,25891.0
1813,Ghosts of Mississippi,13052741,36000000.0,1996,Drama,Rob Reiner,50.0,6.4,5276.0
1814,The Glass House,22861785,22000000.0,2001,Thriller/Suspense,,21.0,5.6,10629.0
1815,Ghost Rider,237702596,120000000.0,2007,Action,Mark Steven Johnson,26.0,5.2,63235.0
1816,Ghost Town,26612350,20000000.0,2008,Romantic Comedy,David Koepp,85.0,4.7,310.0
1817,The Gift,44567606,10000000.0,1900,Thriller/Suspense,Sam Raimi,56.0,6.7,28488.0
1818,Gigli,7266209,54000000.0,2003,Romantic Comedy,Martin Brest,6.0,2.4,29031.0
1819,G.I.Jane,48169156,50000000.0,1997,Drama,Ridley Scott,,5.5,23807.0
1820,G.I. Joe: The Rise of Cobra,302469019,175000000.0,2009,Action,Stephen Sommers,,5.8,47052.0
1821,"Girl, Interrupted",28871190,24000000.0,1999,Drama,James Mangold,53.0,,
1822,Gladiator,457683805,103000000.0,1900,Action,Ridley Scott,77.0,8.3,279512.0
1823,Glitter,4273372,8500000.0,2001,Musical,Vondie Curtis-Hall,7.0,2.0,13778.0
1824,Gloria,4967493,30000000.0,1999,Drama,Sidney Lumet,19.0,4.7,2726.0
1825,Good Luck Chuck,59183821,25000000.0,2007,Romantic Comedy,,5.0,5.6,29013.0
1826,John Carpenter's Ghosts of Mars,8434601,28000000.0,2001,Action,John Carpenter,,,
1827,The Green Mile,286601374,60000000.0,1999,Drama,Frank Darabont,77.0,8.4,198916.0
1828,The Game of Their Lives,375474,20000000.0,2005,Drama,,25.0,6.0,1443.0
1829,"Gandhi, My Father",1375194,5000000.0,2007,Drama,,40.0,8.1,50881.0
1830,Good Night and Good Luck,54601218,7000000.0,2005,Drama,George Clooney,,7.7,42797.0
1831,The General's Daughter,149705852,60000000.0,1999,Drama,Simon West,22.0,6.1,23570.0
1832,Gun Shy,1638202,10000000.0,1900,Comedy,,24.0,5.4,3607.0
1833,Go!,28383441,6500000.0,1999,Black Comedy,Doug Liman,92.0,,
1834,Goal!,27610873,33000000.0,2006,Drama,,,6.9,16809.0
1835,Godzilla 2000,10037390,1000000.0,1900,Action,,,,
1836,Godsend,16910708,30000000.0,2004,Thriller/Suspense,,4.0,4.7,13866.0
1837,Godzilla,376000000,125000000.0,1998,Action,Roland Emmerich,25.0,4.8,59455.0
1838,Smiling Fish and Goat on Fire,277233,40000.0,1900,,,,,
1839,Gone in 60 Seconds,232643008,103300000.0,1900,,,,6.4,2940.0
1840,Good,27276,16000000.0,2008,Drama,,34.0,6.2,1926.0
1841,Good Will Hunting,225933435,10000000.0,1987,Drama,Gus Van Sant,97.0,8.1,150415.0
1842,Gosford Park,41300105,18000000.0,2001,Comedy,Robert Altman,86.0,7.3,36648.0
1843,Gossip,12591270,14000000.0,1900,Drama,,28.0,,
1844,The Game Plan,147914546,22000000.0,2007,Comedy,Andy Fickman,27.0,6.3,14984.0
1845,Girl with a Pearl Earring,22106210,12000000.0,2003,Drama,Peter Webber,71.0,7.1,23493.0
1846,Galaxy Quest,90523726,45000000.0,1999,Comedy,,89.0,7.2,52507.0
1847,Saving Grace,24325623,4000000.0,1900,Comedy,,63.0,6.8,8543.0
1848,Gracie,3036736,9000000.0,2007,Drama,,59.0,6.2,2084.0
1849,The Great Raid,10597070,60000000.0,2005,Action,John Dahl,36.0,6.8,8894.0
1850,The Grand,115879,3000000.0,2008,Comedy,Zak Penn,,6.1,3346.0
1851,The Constant Gardener,81079798,25500000.0,2005,Drama,Fernando Meirelles,83.0,7.6,50763.0
1852,Garden State,32381151,2500000.0,2004,Drama,Zach Braff,86.0,7.9,92594.0
1853,Grease,206005260,6000000.0,1978,Musical,Randal Kleiser,83.0,7.0,60146.0
1854,Green Zone,84788541,100000000.0,2010,Drama,Paul Greengrass,55.0,7.1,26759.0
1855,George Of The Jungle,174463257,55000000.0,1997,Comedy,,54.0,5.3,19685.0
1856,The Brothers Grimm,105299638,80000000.0,2005,Adventure,Terry Gilliam,37.0,5.9,43532.0
1857,The Girl Next Door,18589444,25000000.0,2004,Romantic Comedy,Luke Greenfield,56.0,7.0,5614.0
1858,How the Grinch Stole Christmas,345141403,123000000.0,1900,Comedy,Ron Howard,53.0,5.7,40310.0
1859,Grindhouse,50187789,53000000.0,2007,Horror,Robert Rodriguez,,7.9,82770.0
1860,Get Rich or Die Tryin',46437122,40000000.0,2005,Drama,Jim Sheridan,16.0,4.0,18126.0
1861,Wallace & Gromit: The Curse of the Were-Rabbit,185724838,30000000.0,2005,Adventure,Nick Park,95.0,7.9,38158.0
1862,Groove,1167524,500000.0,1900,Comedy,,56.0,5.8,2486.0
1863,Grosse Point Blank,28084357,15000000.0,1997,Black Comedy,,,7.4,41523.0
1864,The Grudge 2,68643839,20000000.0,2006,Horror,,10.0,4.6,16024.0
1865,The Grudge,187281115,10000000.0,2004,Horror,,39.0,5.7,43218.0
1866,Grown Ups,250294625,75000000.0,2010,Comedy,,9.0,5.8,13488.0
1867,Ghost Dog: Way of the Samurai,6030230,2000000.0,1900,Drama,Jim Jarmusch,,,
1868,Guess Who,102115888,35000000.0,2005,Comedy,,43.0,5.7,15789.0
1869,Get Carter,19417182,40000000.0,1900,Drama,,12.0,4.8,14196.0
1870,Get Over It,11560259,10000000.0,2001,Romantic Comedy,,45.0,5.5,9350.0
1871,Veronica Guerin,9438074,17000000.0,2003,Drama,Joel Schumacher,54.0,6.8,8778.0
1872,The Guru,23788368,11000000.0,2003,Comedy,,,5.5,9239.0
1873,A Guy Thing,17430594,20000000.0,2003,Romantic Comedy,,,5.5,8147.0
1874,Ghost World,8764007,5500000.0,2001,Comedy,Terry Zwigoff,92.0,7.7,42973.0
1875,Halloween 2,38512850,15000000.0,2009,Horror,Rob Zombie,,4.5,9284.0
1876,Hairspray,202823091,75000000.0,2007,Musical,Adam Shankman,91.0,7.2,41511.0
1877,Half Baked,17394881,8000000.0,1998,Comedy,,29.0,6.3,18791.0
1878,Hamlet,7129670,18000000.0,1996,Drama,,94.0,6.0,5147.0
1879,Hamlet,2288841,2000000.0,1900,Drama,,71.0,6.0,5147.0
1880,Hancock,624346274,150000000.0,2008,Action,Peter Berg,40.0,6.5,100822.0
1881,Happily N'Ever After,38344430,47000000.0,2007,Comedy,,,3.9,4678.0
1882,The Happening,163403799,60000000.0,2008,Thriller/Suspense,M. Night Shyamalan,18.0,5.2,72259.0
1883,"Happy, Texas",2039192,1700000.0,1999,Comedy,,82.0,7.5,198.0
1884,Hard Candy,1881243,950000.0,2006,Horror,,,7.2,45791.0
1885,Harsh Times,5963961,2000000.0,2006,Drama,,48.0,7.0,26347.0
1886,Harvard Man,56653,5500000.0,2002,Drama,,,4.9,2758.0
1887,Harry Brown,6294140,7300000.0,2010,Thriller/Suspense,,,7.4,14297.0
1888,The House Bunny,70237389,25000000.0,2008,Comedy,Fred Wolf,39.0,5.5,18964.0
1889,The Devil's Rejects,20940428,7000000.0,2005,Horror,Rob Zombie,54.0,6.9,36082.0
1890,"House of 1,000 Corpses",16829545,7000000.0,2003,Horror,Rob Zombie,,5.5,3311.0
1891,The House of the Dead,13767816,7000000.0,2003,Horror,Uwe Boll,,6.5,5541.0
1892,Hidalgo,107336658,78000000.0,2004,Western,Joe Johnston,46.0,6.6,23604.0
1893,Hide and Seek,123100486,25000000.0,2005,Thriller/Suspense,,12.0,5.6,30891.0
1894,Hoodwinked,110011106,17500000.0,2005,Comedy,,,6.7,20461.0
1895,How Do You Know?,0,90000000.0,2010,Romantic Comedy,,,,
1896,Head of State,38283765,35200000.0,2003,Comedy,Chris Rock,30.0,5.1,8447.0
1897,Hedwig and the Angry Inch,3643900,6000000.0,2001,Musical,,92.0,7.6,14766.0
1898,Pooh's Heffalump Movie,52858433,20000000.0,2005,Adventure,,80.0,6.3,1605.0
1899,He Got Game,21567853,25000000.0,1998,Drama,Spike Lee,80.0,6.8,14494.0
1900,Heist,28483168,35000000.0,2001,Action,David Mamet,66.0,3.2,77.0
1901,Hellboy 2: The Golden Army,160388063,82500000.0,2008,Action,Guillermo Del Toro,,7.3,61902.0
1902,Hellboy,99823958,60000000.0,2004,Action,Guillermo Del Toro,81.0,6.8,67763.0
1903,Raising Helen,43340302,50000000.0,2004,Comedy,Garry Marshall,22.0,5.7,10526.0
1904,A Home at the End of the World,1033810,6500000.0,2004,Drama,,48.0,6.7,7180.0
1905,Jet Li's Hero,177352140,17000000.0,2004,Action,Yimou Zhang,,,
1906,Here on Earth,10845127,15000000.0,1900,Drama,,18.0,4.6,4929.0
1907,House of Flying Daggers,92863945,12000000.0,2004,Action,Yimou Zhang,,,
1908,Head Over Heels,10397365,14000000.0,2001,Romantic Comedy,Mark Waters,9.0,4.8,6574.0
1909,The Haunting,180188905,80000000.0,1999,Horror,Jan De Bont,17.0,4.6,31808.0
1910,High Crimes,63781100,42000000.0,2002,Thriller/Suspense,Carl Franklin,31.0,6.1,14428.0
1911,High Fidelity,47881663,20000000.0,1900,Comedy,Stephen Frears,92.0,7.6,69740.0
1912,Highlander: Endgame,12801190,15000000.0,1900,Action,,,4.3,8421.0
1913,High Heels and Low Lifes,226792,10000000.0,2001,,,20.0,6.1,2205.0
1914,High School Musical 3: Senior Year,251056401,11000000.0,2008,Musical,,66.0,3.7,18587.0
1915,The History Boys,13425589,3700000.0,2006,Comedy,,63.0,6.7,10293.0
1916,A History of Violence,59993782,32000000.0,2005,Drama,David Cronenberg,87.0,7.6,79738.0
1917,Hitch,366784257,55000000.0,2005,Romantic Comedy,Andy Tennant,69.0,5.7,89.0
1918,Hitman,99965792,17500000.0,2007,Action,,14.0,6.8,520.0
1919,Harold & Kumar Escape from Guantanamo Bay,43231984,12000000.0,2008,Comedy,,54.0,6.7,42358.0
1920,Harold & Kumar Go to White Castle,18225165,9000000.0,2004,Comedy,,74.0,7.2,56030.0
1921,Held Up,4714090,8000000.0,1900,Comedy,,17.0,4.7,1840.0
1922,The Hills Have Eyes II,37466538,15000000.0,2007,Horror,,,5.0,17948.0
1923,The Hills Have Eyes,69623713,17000000.0,2006,Horror,Alexandre Aja,49.0,6.5,43747.0
1924,How to Lose Friends & Alienate People,12031443,28000000.0,2008,Comedy,,36.0,6.7,25756.0
1925,Half Past Dead,19233280,25000000.0,2002,Action,,2.0,4.1,6909.0
1926,Halloween: H2O,55041738,17000000.0,1998,Horror,Steve Miner,,,
1927,Halloween: Resurrection,37659652,15000000.0,2002,Horror,Rick Rosenthal,,3.9,13181.0
1928,Holy Man,12069719,60000000.0,1998,Comedy,Stephen Herek,12.0,4.7,9105.0
1929,Milk,50164027,20000000.0,2008,Drama,Gus Van Sant,94.0,3.6,479.0
1930,Hamlet 2,4898285,9000000.0,2008,Comedy,Andrew Fleming,64.0,6.4,9017.0
1931,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,71281781,6500000.0,2008,Concert/Performance,,71.0,,
1932,Home on the Range,76482461,110000000.0,2004,Comedy,,54.0,5.4,4772.0
1933,Hannibal Rising,80583311,50000000.0,2007,Thriller/Suspense,Peter Webber,15.0,6.0,28690.0
1934,The Hangover,465132119,35000000.0,2009,Comedy,Todd Phillips,78.0,7.9,127634.0
1935,Hanging Up,51867723,40000000.0,1900,Comedy,,12.0,4.3,6098.0
1936,The Hoax,7164995,25000000.0,2007,Drama,Lasse Hallstrom,85.0,6.9,9171.0
1937,Holes,72383924,20000000.0,2003,Drama,Andrew Davis,77.0,7.1,19388.0
1938,The Holiday,205190324,85000000.0,2006,Romantic Comedy,Nancy Meyers,47.0,6.9,48215.0
1939,Hollow Man,191200000,90000000.0,1900,Horror,Paul Verhoeven,28.0,5.5,41499.0
1940,Holy Girl,1261792,1400000.0,2005,Drama,,,,
1941,Home Fries,10513979,15000000.0,1998,Black Comedy,,31.0,4.7,4806.0
1942,Honey,62192232,18000000.0,2003,Drama,Bille Woodruff,20.0,4.6,13026.0
1943,The Honeymooners,13174426,27000000.0,2005,Comedy,John Schultz,14.0,2.6,5012.0
1944,Hoot,8224998,15000000.0,2006,Comedy,,26.0,5.3,2830.0
1945,Hope Floats,81529000,30000000.0,1998,Drama,Forest Whitaker,23.0,5.3,9168.0
1946,Horton Hears a Who,297133947,85000000.0,2008,Adventure,,,7.2,31323.0
